,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y
0,0,-9.444444444444445,22,53,6,2023-11-03 20:00:00+00:00,0.0,-1.0
1,0,-8.88888888888889,23,52,6,2023-11-03 21:00:00+00:00,0.0,-1.0
2,0,-8.88888888888889,25,51,6,2023-11-03 22:00:00+00:00,0.0,-1.0
3,0,-8.333333333333334,29,47,5,2023-11-03 23:00:00+00:00,0.0,-1.0
4,0,-7.777777777777778,38,42,3,2023-11-04 00:00:00+00:00,-0.7071067811865476,-0.7071067811865476
5,0,-7.222222222222222,45,39,2,2023-11-04 01:00:00+00:00,-0.7071067811865476,-0.7071067811865476
6,0,-6.666666666666667,37,44,1,2023-11-04 02:00:00+00:00,-0.7071067811865476,-0.7071067811865476
7,0,-6.666666666666667,40,43,1,2023-11-04 03:00:00+00:00,-1.0,0.0
8,0,-6.111111111111111,43,41,1,2023-11-04 04:00:00+00:00,-1.0,0.0
9,0,-6.666666666666667,44,40,1,2023-11-04 05:00:00+00:00,-1.0,0.0
10,0,-6.666666666666667,44,39,1,2023-11-04 06:00:00+00:00,-1.0,0.0
11,0,-7.222222222222222,46,38,2,2023-11-04 07:00:00+00:00,-1.0,0.0
12,0,-7.222222222222222,47,38,2,2023-11-04 08:00:00+00:00,-1.0,0.0
13,0,-7.222222222222222,48,37,2,2023-11-04 09:00:00+00:00,-1.0,0.0
14,0,-7.222222222222222,49,36,3,2023-11-04 10:00:00+00:00,-1.0,0.0
15,0,-7.222222222222222,52,35,3,2023-11-04 11:00:00+00:00,-1.0,0.0
16,0,-7.222222222222222,55,34,5,2023-11-04 12:00:00+00:00,-1.0,0.0
17,0,-6.666666666666667,54,34,5,2023-11-04 13:00:00+00:00,-1.0,0.0
18,0,-6.666666666666667,47,39,7,2023-11-04 14:00:00+00:00,-1.0,0.0
19,0,-5.555555555555555,41,44,8,2023-11-04 15:00:00+00:00,-0.7071067811865476,0.7071067811865476
20,0,-5.555555555555555,36,48,9,2023-11-04 16:00:00+00:00,-0.7071067811865476,0.7071067811865476
21,0,-5.555555555555555,33,51,9,2023-11-04 17:00:00+00:00,-0.7071067811865476,0.7071067811865476
22,0,-5.0,30,53,9,2023-11-04 18:00:00+00:00,-1.0,0.0
23,0,-5.0,27,56,8,2023-11-04 19:00:00+00:00,-1.0,0.0
