,probabilityOfPrecipitation_percent,dewpoint_degC,relativeHumidity_percent,temperature_F,windSpeed_mph,timestamp,windDirection_x,windDirection_y,windSpeed_knots
0,1,10.555555555555555,98,52,12,2023-10-30 12:00:00+00:00,-1.0,0.0,10
1,2,10.0,97,51,15,2023-10-30 13:00:00+00:00,-1.0,0.0,13
2,3,11.11111111111111,87,56,17,2023-10-30 14:00:00+00:00,-1.0,0.0,15
3,5,11.666666666666666,82,59,21,2023-10-30 15:00:00+00:00,-1.0,0.0,18
4,10,12.222222222222221,76,62,21,2023-10-30 16:00:00+00:00,-1.0,0.0,18
5,16,12.222222222222221,73,62,20,2023-10-30 17:00:00+00:00,-1.0,0.0,17
6,21,11.666666666666666,74,62,18,2023-10-30 18:00:00+00:00,-1.0,0.0,16
7,27,11.11111111111111,73,61,18,2023-10-30 19:00:00+00:00,-1.0,0.0,16
8,27,10.555555555555555,76,59,18,2023-10-30 20:00:00+00:00,-1.0,0.0,16
9,19,10.0,85,55,17,2023-10-30 21:00:00+00:00,-1.0,0.0,15
10,30,9.444444444444445,90,52,17,2023-10-30 22:00:00+00:00,-1.0,0.0,15
11,19,8.333333333333334,90,49,17,2023-10-30 23:00:00+00:00,-0.7071067811865476,0.7071067811865476,15
12,20,7.222222222222222,93,47,17,2023-10-31 00:00:00+00:00,-0.7071067811865476,0.7071067811865476,15
13,17,6.111111111111111,94,45,17,2023-10-31 01:00:00+00:00,-0.7071067811865476,0.7071067811865476,15
14,14,5.555555555555555,95,44,17,2023-10-31 02:00:00+00:00,-0.7071067811865476,0.7071067811865476,15
15,11,5.555555555555555,98,43,15,2023-10-31 03:00:00+00:00,-0.7071067811865476,0.7071067811865476,13
16,14,5.0,97,42,14,2023-10-31 04:00:00+00:00,-0.7071067811865476,0.7071067811865476,12
17,17,4.444444444444445,95,41,13,2023-10-31 05:00:00+00:00,-0.7071067811865476,0.7071067811865476,11
18,20,3.888888888888889,96,40,12,2023-10-31 06:00:00+00:00,-0.7071067811865476,0.7071067811865476,10
19,23,3.3333333333333335,93,40,12,2023-10-31 07:00:00+00:00,-0.7071067811865476,0.7071067811865476,10
20,26,2.7777777777777777,93,39,10,2023-10-31 08:00:00+00:00,-0.7071067811865476,0.7071067811865476,9
21,27,2.7777777777777777,91,39,9,2023-10-31 09:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
22,28,2.7777777777777777,95,38,8,2023-10-31 10:00:00+00:00,-0.7071067811865476,0.7071067811865476,7
23,28,2.2222222222222223,96,37,7,2023-10-31 11:00:00+00:00,-0.7071067811865476,0.7071067811865476,6
24,28,2.2222222222222223,93,37,6,2023-10-31 12:00:00+00:00,-0.7071067811865476,0.7071067811865476,5
25,27,2.2222222222222223,94,37,6,2023-10-31 13:00:00+00:00,-0.7071067811865476,0.7071067811865476,5
26,25,2.2222222222222223,94,37,5,2023-10-31 14:00:00+00:00,-0.7071067811865476,0.7071067811865476,4
27,22,2.7777777777777777,92,39,3,2023-10-31 15:00:00+00:00,0.0,1.0,3
28,20,2.7777777777777777,87,41,3,2023-10-31 16:00:00+00:00,0.0,1.0,3
29,18,2.7777777777777777,75,44,5,2023-10-31 17:00:00+00:00,-0.7071067811865476,0.7071067811865476,4
30,14,2.7777777777777777,72,45,5,2023-10-31 18:00:00+00:00,-0.7071067811865476,0.7071067811865476,4
31,10,3.3333333333333335,74,46,6,2023-10-31 19:00:00+00:00,-1.0,0.0,5
32,10,2.7777777777777777,72,46,7,2023-10-31 20:00:00+00:00,-1.0,0.0,6
33,9,2.2222222222222223,70,45,8,2023-10-31 21:00:00+00:00,-0.7071067811865476,0.7071067811865476,7
34,9,1.6666666666666667,70,44,9,2023-10-31 22:00:00+00:00,-0.7071067811865476,0.7071067811865476,8
35,8,1.1111111111111112,74,42,10,2023-10-31 23:00:00+00:00,-0.7071067811865476,0.7071067811865476,9
36,8,0.5555555555555556,79,39,12,2023-11-01 00:00:00+00:00,-0.7071067811865476,0.7071067811865476,10
37,3,0.0,83,36,10,2023-11-01 01:00:00+00:00,-0.7071067811865476,0.7071067811865476,9
38,3,-1.1111111111111112,81,35,12,2023-11-01 02:00:00+00:00,-0.7071067811865476,0.7071067811865476,10
39,3,-2.2222222222222223,78,34,14,2023-11-01 03:00:00+00:00,-0.7071067811865476,0.7071067811865476,12
40,3,-3.3333333333333335,75,33,17,2023-11-01 04:00:00+00:00,-0.7071067811865476,0.7071067811865476,15
41,3,-4.444444444444445,74,31,20,2023-11-01 05:00:00+00:00,-0.7071067811865476,0.7071067811865476,17
42,3,-5.555555555555555,74,29,22,2023-11-01 06:00:00+00:00,-0.7071067811865476,0.7071067811865476,19
43,1,-6.111111111111111,75,28,23,2023-11-01 07:00:00+00:00,-0.7071067811865476,0.7071067811865476,20
44,1,-7.222222222222222,74,26,23,2023-11-01 08:00:00+00:00,-0.7071067811865476,0.7071067811865476,20
45,1,-8.333333333333334,74,24,22,2023-11-01 09:00:00+00:00,-0.7071067811865476,0.7071067811865476,19
46,1,-8.88888888888889,74,23,22,2023-11-01 10:00:00+00:00,-0.7071067811865476,0.7071067811865476,19
47,1,-9.444444444444445,75,21,22,2023-11-01 11:00:00+00:00,-0.7071067811865476,0.7071067811865476,19
48,1,-10.0,76,20,23,2023-11-01 12:00:00+00:00,-0.7071067811865476,0.7071067811865476,20
49,0,-10.0,74,20,23,2023-11-01 13:00:00+00:00,-0.7071067811865476,0.7071067811865476,20
50,0,-10.0,70,22,22,2023-11-01 14:00:00+00:00,-0.7071067811865476,0.7071067811865476,19
51,0,-9.444444444444445,65,25,21,2023-11-01 15:00:00+00:00,-0.7071067811865476,0.7071067811865476,18
52,0,-9.444444444444445,60,28,18,2023-11-01 16:00:00+00:00,-0.7071067811865476,0.7071067811865476,16
53,0,-8.88888888888889,54,30,17,2023-11-01 17:00:00+00:00,-0.7071067811865476,0.7071067811865476,15
54,0,-8.88888888888889,49,33,16,2023-11-01 18:00:00+00:00,-0.7071067811865476,0.7071067811865476,14
